id,name,type,cmd1,golden,currency,amount,sdktype,goodsid,gift_png,first_tag,general_tag,first_drop,general_drop,general_cmd,bright_point,channelLabel
6000007,1980钻石,1,"[colorindex:colorIndex=10]首次购买额外赠送1980[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4][colorindex:colorIndex=4][endl:num=1](限赠1次)",1980,CNY,198,6,198,660003,ui_0012_35,ui_0012_35,40003,40011,"[colorindex:colorIndex=10]额外赠送240[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4]",0,0
6000008,980钻石,1,"[colorindex:colorIndex=10]首次购买额外赠送3000[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4][colorindex:colorIndex=4][endl:num=1](限赠1次)",980,CNY,98,6,98,660003,Nui_0004_30,ui_0012_35,40004,40012,"[colorindex:colorIndex=10]额外赠送80[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4]",0,0
6000009,600钻石,1,"[colorindex:colorIndex=10]首次购买额外赠送2000[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4][colorindex:colorIndex=4][endl:num=1](限赠1次)",500,CNY,50,6,50,660002,Nui_0004_30,ui_0012_35,40006,40014,"[colorindex:colorIndex=10]额外赠送30[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4]",0,0
6000010,300钻石,1,"[colorindex:colorIndex=10]首次购买额外赠送300[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4][colorindex:colorIndex=4][endl:num=1](限赠1次)",300,CNY,30,6,30,660001,ui_0012_35,ui_0012_35,40007,40015,"[colorindex:colorIndex=10]额外赠送15[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4]",0,0
6000011,60钻石,1,"[colorindex:colorIndex=10]首次购买额外赠送60[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4][colorindex:colorIndex=4][endl:num=1](限赠1次)",60,CNY,6,6,6,80001,ui_0012_35,ui_0012_35,40008,0,,0,0
5,尊贵周卡,10,"[colorindex:colorIndex=10]购买后立即获得500[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4][endl:num=1][colorindex:colorIndex=4]每日可额外获得720[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4]及碎片",500,CNY,50,7,zk50,660012,Nui_0004_30,Nui_0004_30,0,0,[colorindex:colorIndex=10]继续购买可续签领取天数[endl:num=1][colorindex:colorIndex=4]剩余领取天数：{}天,1,0
6,普通周卡,9,"[colorindex:colorIndex=10]购买后立即获得250[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4][endl:num=1][colorindex:colorIndex=4]每日可额外获得360[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4]及碎片",250,CNY,25,7,zk25,660013,Nui_0004_30,Nui_0004_30,0,0,[colorindex:colorIndex=10]继续购买可续签领取天数[endl:num=1][colorindex:colorIndex=4]剩余领取天数：{}天,1,0
71,尊贵月卡,8,"[colorindex:colorIndex=10]购买后立即获得500[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4][endl:num=1][colorindex:colorIndex=4]每日可额外获得240[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4]",500,CNY,50,7,yk50,660011,Nui_0004_30,Nui_0004_30,0,0,[colorindex:colorIndex=10]继续购买可续签领取天数[endl:num=1][colorindex:colorIndex=4]剩余领取天数：{}天,1,0
72,普通月卡,7,"[colorindex:colorIndex=10]购买后立即获得250[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4][endl:num=1][colorindex:colorIndex=4]每日可额外获得120[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4]",250,CNY,25,7,yk25,660010,Nui_0004_30,Nui_0004_30,0,0,[colorindex:colorIndex=10]继续购买可续签领取天数[endl:num=1][colorindex:colorIndex=4]剩余领取天数：{}天,1,0
73,6480钻石,1,"[colorindex:colorIndex=10]首次购买额外赠送12960[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4][colorindex:colorIndex=4][endl:num=1](限赠1次)",6480,CNY,648,7,648,660005,Nui_0004_30,ui_0012_35,40001,40009,"[colorindex:colorIndex=10]额外赠送1620[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4]",1,0
74,3280钻石,1,"[colorindex:colorIndex=10]首次购买额外赠送3280[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4][colorindex:colorIndex=4][endl:num=1](限赠1次)",3280,CNY,328,7,328,660004,ui_0012_35,ui_0012_35,40002,40010,"[colorindex:colorIndex=10]额外赠送600[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4]",1,0
75,1980钻石,1,"[colorindex:colorIndex=10]首次购买额外赠送1980[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4][colorindex:colorIndex=4][endl:num=1](限赠1次)",1980,CNY,198,7,198,660003,ui_0012_35,ui_0012_35,40003,40011,"[colorindex:colorIndex=10]额外赠送240[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4]",0,0
76,980钻石,1,"[colorindex:colorIndex=10]首次购买额外赠送3000[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4][colorindex:colorIndex=4][endl:num=1](限赠1次)",980,CNY,98,7,98,660003,Nui_0004_30,ui_0012_35,40004,40012,"[colorindex:colorIndex=10]额外赠送80[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4]",0,0
77,600钻石,1,"[colorindex:colorIndex=10]首次购买额外赠送2000[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4][colorindex:colorIndex=4][endl:num=1](限赠1次)",500,CNY,50,7,50,660002,Nui_0004_30,ui_0012_35,40006,40014,"[colorindex:colorIndex=10]额外赠送30[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4]",0,0
78,300钻石,1,"[colorindex:colorIndex=10]首次购买额外赠送300[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4][colorindex:colorIndex=4][endl:num=1](限赠1次)",300,CNY,30,7,30,660001,ui_0012_35,ui_0012_35,40007,40015,"[colorindex:colorIndex=10]额外赠送15[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4]",0,0
79,60钻石,1,"[colorindex:colorIndex=10]首次购买额外赠送60[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4][colorindex:colorIndex=4][endl:num=1](限赠1次)",60,CNY,6,7,6,80001,ui_0012_35,ui_0012_35,40008,0,,0,0
8000001,尊贵周卡,10,"[colorindex:colorIndex=10]购买后立即获得500[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4][endl:num=1][colorindex:colorIndex=4]每日可额外获得720[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4]及碎片",500,CNY,50,8,zk50,660012,Nui_0004_30,Nui_0004_30,0,0,[colorindex:colorIndex=10]继续购买可续签领取天数[endl:num=1][colorindex:colorIndex=4]剩余领取天数：{}天,1,0
8000002,普通周卡,9,"[colorindex:colorIndex=10]购买后立即获得250[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4][endl:num=1][colorindex:colorIndex=4]每日可额外获得360[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4]及碎片",250,CNY,25,8,zk25,660013,Nui_0004_30,Nui_0004_30,0,0,[colorindex:colorIndex=10]继续购买可续签领取天数[endl:num=1][colorindex:colorIndex=4]剩余领取天数：{}天,1,0
8000003,尊贵月卡,8,"[colorindex:colorIndex=10]购买后立即获得500[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4][endl:num=1][colorindex:colorIndex=4]每日可额外获得240[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4]",500,CNY,50,8,yk50,660011,Nui_0004_30,Nui_0004_30,0,0,[colorindex:colorIndex=10]继续购买可续签领取天数[endl:num=1][colorindex:colorIndex=4]剩余领取天数：{}天,1,0
8000004,普通月卡,7,"[colorindex:colorIndex=10]购买后立即获得250[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4][endl:num=1][colorindex:colorIndex=4]每日可额外获得120[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4]",250,CNY,25,8,yk25,660010,Nui_0004_30,Nui_0004_30,0,0,[colorindex:colorIndex=10]继续购买可续签领取天数[endl:num=1][colorindex:colorIndex=4]剩余领取天数：{}天,1,0
8000005,6480钻石,1,"[colorindex:colorIndex=10]首次购买额外赠送12960[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4][colorindex:colorIndex=4][endl:num=1](限赠1次)",6480,CNY,648,8,648,660005,Nui_0004_30,ui_0012_35,40001,40009,"[colorindex:colorIndex=10]额外赠送1620[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4]",1,0
8000006,3280钻石,1,"[colorindex:colorIndex=10]首次购买额外赠送3280[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4][colorindex:colorIndex=4][endl:num=1](限赠1次)",3280,CNY,328,8,328,660004,ui_0012_35,ui_0012_35,40002,40010,"[colorindex:colorIndex=10]额外赠送600[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4]",1,0
8000007,1980钻石,1,"[colorindex:colorIndex=10]首次购买额外赠送1980[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4][colorindex:colorIndex=4][endl:num=1](限赠1次)",1980,CNY,198,8,198,660003,ui_0012_35,ui_0012_35,40003,40011,"[colorindex:colorIndex=10]额外赠送240[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4]",0,0
8000008,980钻石,1,"[colorindex:colorIndex=10]首次购买额外赠送3000[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4][colorindex:colorIndex=4][endl:num=1](限赠1次)",980,CNY,98,8,98,660003,Nui_0004_30,ui_0012_35,40004,40012,"[colorindex:colorIndex=10]额外赠送80[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4]",0,0
8000009,600钻石,1,"[colorindex:colorIndex=10]首次购买额外赠送2000[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4][colorindex:colorIndex=4][endl:num=1](限赠1次)",500,CNY,50,8,50,660002,Nui_0004_30,ui_0012_35,40006,40014,"[colorindex:colorIndex=10]额外赠送30[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4]",0,0
8000010,300钻石,1,"[colorindex:colorIndex=10]首次购买额外赠送300[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4][colorindex:colorIndex=4][endl:num=1](限赠1次)",300,CNY,30,8,30,660001,ui_0012_35,ui_0012_35,40007,40015,"[colorindex:colorIndex=10]额外赠送15[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4]",0,0
8000011,60钻石,1,"[colorindex:colorIndex=10]首次购买额外赠送60[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4][colorindex:colorIndex=4][endl:num=1](限赠1次)",60,CNY,6,8,6,80001,ui_0012_35,ui_0012_35,40008,0,,0,0
9000001,尊贵周卡,10,"[colorindex:colorIndex=10]购买后立即获得500[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4][endl:num=1][colorindex:colorIndex=4]每日可额外获得720[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4]及碎片",500,CNY,50,9,zk50,660012,Nui_0004_30,Nui_0004_30,0,0,[colorindex:colorIndex=10]继续购买可续签领取天数[endl:num=1][colorindex:colorIndex=4]剩余领取天数：{}天,1,0
9000002,普通周卡,9,"[colorindex:colorIndex=10]购买后立即获得250[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4][endl:num=1][colorindex:colorIndex=4]每日可额外获得360[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4]及碎片",250,CNY,25,9,zk25,660013,Nui_0004_30,Nui_0004_30,0,0,[colorindex:colorIndex=10]继续购买可续签领取天数[endl:num=1][colorindex:colorIndex=4]剩余领取天数：{}天,1,0
9000003,尊贵月卡,8,"[colorindex:colorIndex=10]购买后立即获得500[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4][endl:num=1][colorindex:colorIndex=4]每日可额外获得240[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4]",500,CNY,50,9,yk50,660011,Nui_0004_30,Nui_0004_30,0,0,[colorindex:colorIndex=10]继续购买可续签领取天数[endl:num=1][colorindex:colorIndex=4]剩余领取天数：{}天,1,0
9000004,普通月卡,7,"[colorindex:colorIndex=10]购买后立即获得250[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4][endl:num=1][colorindex:colorIndex=4]每日可额外获得120[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4]",250,CNY,25,9,yk25,660010,Nui_0004_30,Nui_0004_30,0,0,[colorindex:colorIndex=10]继续购买可续签领取天数[endl:num=1][colorindex:colorIndex=4]剩余领取天数：{}天,1,0
9000005,6480钻石,1,"[colorindex:colorIndex=10]首次购买额外赠送12960[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4][colorindex:colorIndex=4][endl:num=1](限赠1次)",6480,CNY,648,9,648,660005,Nui_0004_30,ui_0012_35,40001,40009,"[colorindex:colorIndex=10]额外赠送1620[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4]",1,0
9000006,3280钻石,1,"[colorindex:colorIndex=10]首次购买额外赠送3280[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4][colorindex:colorIndex=4][endl:num=1](限赠1次)",3280,CNY,328,9,328,660004,ui_0012_35,ui_0012_35,40002,40010,"[colorindex:colorIndex=10]额外赠送600[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4]",1,0
9000007,1980钻石,1,"[colorindex:colorIndex=10]首次购买额外赠送1980[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4][colorindex:colorIndex=4][endl:num=1](限赠1次)",1980,CNY,198,9,198,660003,ui_0012_35,ui_0012_35,40003,40011,"[colorindex:colorIndex=10]额外赠送240[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4]",0,0
9000008,980钻石,1,"[colorindex:colorIndex=10]首次购买额外赠送3000[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4][colorindex:colorIndex=4][endl:num=1](限赠1次)",980,CNY,98,9,98,660003,Nui_0004_30,ui_0012_35,40004,40012,"[colorindex:colorIndex=10]额外赠送80[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4]",0,0
9000009,600钻石,1,"[colorindex:colorIndex=10]首次购买额外赠送2000[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4][colorindex:colorIndex=4][endl:num=1](限赠1次)",500,CNY,50,9,50,660002,Nui_0004_30,ui_0012_35,40006,40014,"[colorindex:colorIndex=10]额外赠送30[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4]",0,0
9000010,300钻石,1,"[colorindex:colorIndex=10]首次购买额外赠送300[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4][colorindex:colorIndex=4][endl:num=1](限赠1次)",300,CNY,30,9,30,660001,ui_0012_35,ui_0012_35,40007,40015,"[colorindex:colorIndex=10]额外赠送15[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4]",0,0
9000011,60钻石,1,"[colorindex:colorIndex=10]首次购买额外赠送60[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4][colorindex:colorIndex=4][endl:num=1](限赠1次)",60,CNY,6,9,6,80001,ui_0012_35,ui_0012_35,40008,0,,0,0
7,尊贵周卡,10,"[colorindex:colorIndex=10]购买后立即获得500[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4][endl:num=1][colorindex:colorIndex=4]每日可额外获得720[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4]及碎片",500,CNY,50,10,zk50,660012,Nui_0004_30,Nui_0004_30,0,0,[colorindex:colorIndex=10]继续购买可续签领取天数[endl:num=1][colorindex:colorIndex=4]剩余领取天数：{}天,1,0
8,普通周卡,9,"[colorindex:colorIndex=10]购买后立即获得250[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4][endl:num=1][colorindex:colorIndex=4]每日可额外获得360[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4]及碎片",250,CNY,25,10,zk25,660013,Nui_0004_30,Nui_0004_30,0,0,[colorindex:colorIndex=10]继续购买可续签领取天数[endl:num=1][colorindex:colorIndex=4]剩余领取天数：{}天,1,0
101,尊贵月卡,8,"[colorindex:colorIndex=10]购买后立即获得500[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4][endl:num=1][colorindex:colorIndex=4]每日可额外获得240[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4]",500,CNY,50,10,yk50,660011,Nui_0004_30,Nui_0004_30,0,0,[colorindex:colorIndex=10]继续购买可续签领取天数[endl:num=1][colorindex:colorIndex=4]剩余领取天数：{}天,1,0
102,普通月卡,7,"[colorindex:colorIndex=10]购买后立即获得250[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4][endl:num=1][colorindex:colorIndex=4]每日可额外获得120[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4]",250,CNY,25,10,yk25,660010,Nui_0004_30,Nui_0004_30,0,0,[colorindex:colorIndex=10]继续购买可续签领取天数[endl:num=1][colorindex:colorIndex=4]剩余领取天数：{}天,1,0
103,6480钻石,1,"[colorindex:colorIndex=10]首次购买额外赠送12960[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4][colorindex:colorIndex=4][endl:num=1](限赠1次)",6480,CNY,648,10,648,660005,Nui_0004_30,ui_0012_35,40001,40009,"[colorindex:colorIndex=10]额外赠送1620[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4]",1,0
104,3280钻石,1,"[colorindex:colorIndex=10]首次购买额外赠送3280[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4][colorindex:colorIndex=4][endl:num=1](限赠1次)",3280,CNY,328,10,328,660004,ui_0012_35,ui_0012_35,40002,40010,"[colorindex:colorIndex=10]额外赠送600[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4]",1,0
105,1980钻石,1,"[colorindex:colorIndex=10]首次购买额外赠送1980[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4][colorindex:colorIndex=4][endl:num=1](限赠1次)",1980,CNY,198,10,198,660003,ui_0012_35,ui_0012_35,40003,40011,"[colorindex:colorIndex=10]额外赠送240[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4]",0,0
106,980钻石,1,"[colorindex:colorIndex=10]首次购买额外赠送3000[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4][colorindex:colorIndex=4][endl:num=1](限赠1次)",980,CNY,98,10,98,660003,Nui_0004_30,ui_0012_35,40004,40012,"[colorindex:colorIndex=10]额外赠送80[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4]",0,0
107,600钻石,1,"[colorindex:colorIndex=10]首次购买额外赠送2000[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4][colorindex:colorIndex=4][endl:num=1](限赠1次)",500,CNY,50,10,50,660002,Nui_0004_30,ui_0012_35,40006,40014,"[colorindex:colorIndex=10]额外赠送30[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4]",0,0
108,300钻石,1,"[colorindex:colorIndex=10]首次购买额外赠送300[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4][colorindex:colorIndex=4][endl:num=1](限赠1次)",300,CNY,30,10,30,660001,ui_0012_35,ui_0012_35,40007,40015,"[colorindex:colorIndex=10]额外赠送15[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4]",0,0
109,60钻石,1,"[colorindex:colorIndex=10]首次购买额外赠送60[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4][colorindex:colorIndex=4][endl:num=1](限赠1次)",60,CNY,6,10,6,80001,ui_0012_35,ui_0012_35,40008,0,,0,0
9,尊贵周卡,10,"[colorindex:colorIndex=10]购买后立即获得500[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4][endl:num=1][colorindex:colorIndex=4]每日可额外获得720[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4]及碎片",500,CNY,50,11,zk50,660012,Nui_0004_30,Nui_0004_30,0,0,[colorindex:colorIndex=10]继续购买可续签领取天数[endl:num=1][colorindex:colorIndex=4]剩余领取天数：{}天,1,0
